DateTime,AddedIPs,RemovedIPs
1592707921,2,37
1592709121,11,49
1592709722,3,55
1592710921,6,22
1592711521,7,59
1592712122,0,25
1592713321,2,0
1592714521,4,27
1592715721,0,50
1592716921,6,0
1592717522,17,10
1592718721,2,49
1592719321,3,0
1592720521,3,0
1592721121,3,2
1592721721,15,0
1592722922,2,17
1592724121,4,44
1592725321,2,5
1592726521,7,9
1592727721,13,39
1592728299,2,18
1592729031,18,0
1592729521,0,35
1592730122,12,0
1592730279,7,90
1592731321,6,30
1592732521,4,38
1592733079,3,0
1592733121,0,8
1592734922,4,0
1592735522,9,40
1592736121,2,30
1592736721,18,53
1592737921,13,0
1592738521,13,17
1592739063,7,10
1592739722,8,34
1592740321,10,34
1592740921,1,0
1592741522,3,4
1592742121,0,50
1592742721,3,0
1592743921,8,26
1592745122,15,25
1592745722,10,0
1592746921,1,21
1592748121,5,15
1592749321,8,46
1592750521,10,0
1592751721,6,86
1592752921,1,40
1592753521,9,0
1592754121,14,13
1592755321,0,48
1592756521,8,42
1592757121,6,58
1592757722,7,0
1592758921,6,24
1592760122,3,55
1592760721,11,11
1592761321,5,0
1592761921,6,30
1592762522,2,0
1592763121,2,4
1592763721,4,7
1592764921,6,52
1592766121,10,80
1592767321,7,18
1592768521,1,46
1592769121,13,25
1592769721,10,0
1592770921,4,105
1592772121,9,17
1592772721,3,24
1592773322,3,23
1592774522,9,25
1592775721,5,0
1592776321,3,37
1592776921,7,49
1592778121,5,11
1592778721,5,0
1592779322,3,0
1592780522,4,91
1592781121,9,21
1592782321,6,26
1592782921,5,0
1592784121,4,47
1592785321,16,12
1592785921,11,86
1592787121,5,24
1592787721,2,17
1592788921,2,76
1592789521,3,0
1592790918,14,1
1592791093,2,3
1592792521,7,86
1592793721,4,43
1592794921,8,0
1592796122,6,12
1592797321,11,70
1592798522,16,15
1592799721,2,13
1592800921,23,14
1592802122,11,41
1592803321,8,24
1592804522,15,0
1592805721,10,55
1592806321,5,48
1592806921,9,0
1592808122,10,47
1592809322,1,0
1592810522,4,14
1592810881,7,60
1592811163,2,0
1592811721,10,0
1592812921,10,43
1592814121,1,48
1592815322,4,22
1592815722,8,5
1592817121,9,69
1592817722,15,10
1592818321,7,18
1592819521,13,3
1592820121,4,19
1592820721,5,0
