DateTime,AddedIPs,RemovedIPs
1592611322,23,0
1592612521,32,49
1592613721,29,0
1592614321,30,5
1592614922,32,66
1592615521,27,32
1592616721,30,59
1592617321,39,0
1592617921,36,30
1592618521,36,11
1592619721,33,59
1592620321,39,0
1592620921,30,23
1592622121,24,0
1592623321,29,57
1592624521,29,28
1592625122,34,32
1592626921,29,0
1592628121,31,72
1592629322,39,36
1592630522,40,55
1592631721,24,0
1592632922,30,55
1592633521,35,65
1592634121,22,35
1592634722,40,0
1592635922,31,29
1592636522,20,29
1592637721,22,45
1592638922,49,36
1592639522,3,27
1592640122,7,0
1592641321,12,55
1592642521,39,0
1592643121,37,57
1592643721,32,0
1592644322,23,36
1592644921,25,84
1592645521,5,17
1592646121,2,0
1592646722,8,7
1592647321,1,15
1592647921,3,0
1592648521,20,46
1592649121,36,18
1592649721,35,0
1592650321,31,69
1592650921,48,0
1592651522,32,37
1592652121,35,30
1592652722,31,79
1592653322,29,25
1592653921,35,0
1592654521,34,0
1592655721,35,26
1592656322,25,0
1592656921,23,14
1592657521,26,40
1592658121,29,63
1592659321,36,56
1592659921,37,33
1592660521,34,36
1592661721,31,67
1592662921,37,42
1592664121,47,20
1592665322,48,87
1592665921,32,34
1592666521,27,27
1592667122,39,32
1592667721,34,0
1592668321,31,33
1592668921,44,25
1592670122,42,45
1592670722,23,0
1592671321,29,63
1592671921,32,0
1592673121,35,24
1592674322,30,62
1592674922,43,0
1592676122,43,62
1592677321,33,44
1592677922,42,6
1592678522,5,5
1592679121,15,0
1592680321,29,52
1592680922,29,0
1592681521,42,31
1592682121,29,0
1592682721,32,64
1592683321,25,0
1592684521,39,43
1592685121,1,0
1592685722,41,30
1592686322,28,35
1592686921,41,34
1592688121,38,34
1592688721,36,0
1592689322,25,0
1592690522,19,56
1592691721,29,84
1592692921,32,57
1592694121,33,0
1592694722,30,33
1592695921,43,34
1592696521,29,0
1592697121,33,24
1592697721,35,65
1592698922,28,0
1592700121,42,43
1592700722,27,52
1592701321,36,27
1592701921,27,0
1592703121,37,42
1592703722,27,64
1592704921,42,27
1592706121,29,29
1592706326,14,36
1592706721,30,41
1592707321,37,0
1592707921,32,32
1592709121,46,31
1592709722,31,0
1592710921,23,25
1592711521,35,34
1592712122,21,27
1592713321,36,34
1592714521,35,0
1592715721,31,73
1592716921,36,0
1592717522,32,33
1592718121,29,0
1592718721,33,26
1592719321,27,58
1592720521,20,0
1592721121,28,61
1592721721,44,0
1592722922,19,32
1592724121,33,45
1592725321,26,0
1592726521,27,11
1592727721,38,9
1592728299,25,32
1592729031,50,0
1592729521,30,71
1592730122,44,0
1592730279,30,72
1592731321,26,1
1592732521,26,11
1592733079,18,1
1592733121,0,1
1592734922,33,42
1592735522,23,47
1592736121,20,0
1592736721,37,98
1592737921,39,29
1592738521,41,33
1592739063,33,0
1592739722,35,31
1592740321,35,35
1592740921,2,31
1592741522,28,33
1592742121,35,0
1592742721,25,16
1592743921,25,104
1592745122,45,26
1592745722,34,0
1592746921,33,76
1592748121,32,13
1592749321,33,32
1592750521,36,69
1592751721,34,36
1592752921,34,37
1592753521,32,35
1592754121,36,61
1592755321,29,32
1592756521,31,31
1592757121,37,61
1592757722,30,28
1592758921,30,59
1592760122,40,43
1592760721,31,0
1592761321,28,31
1592761921,35,42
1592762522,35,35
1592763121,24,0
1592763721,32,0
1592764921,39,67
1592766121,40,28
1592767321,33,33
1592768521,30,66
1592769121,48,40
1592769721,39,0
1592770921,27,61
1592772121,33,58
1592772721,32,36
1592773322,31,66
1592774522,35,0
1592775721,28,72
1592776321,38,29
1592776921,43,24
1592778121,33,40
1592778721,34,0
1592779322,26,0
1592780522,37,66
1592781121,38,0
1592782321,31,23
1592782921,31,79
1592784121,27,35
1592785321,40,72
1592785921,28,45
1592787121,30,0
1592787721,31,33
1592788921,23,65
1592789521,37,0
1592790918,42,67
1592791093,26,6
1592792521,23,38
1592793721,32,92
1592794921,30,41
1592796122,45,63
1592797321,38,51
1592798522,32,30
1592799721,38,28
1592800921,45,68
1592802122,48,31
1592803321,32,39
1592804522,38,64
1592805721,30,34
1592806321,33,0
1592806921,36,60
1592808122,36,81
1592809322,28,29
1592810522,33,0
1592810881,37,35
1592811163,28,0
1592811721,32,0
1592812921,25,41
1592814121,32,50
1592815322,19,39
1592815722,106,36
1592817121,117,101
1592817722,145,0
1592818321,112,31
1592819521,94,17
1592820121,44,0
1592820721,54,32
